timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.000134274703891977,0.14901424590336979,0.11921139672269583,9.884507122951685,-5.570406791165437,5.874070287928459,0.9655055700683117
0.01972629929186178,-0.0414792903513554,-0.03318343228108432,9.789260354824323,-3.15465416868895,-9.394904723769136,-2.3440730868508393
0.04001471436731786,0.19430656143020775,0.15544524914416621,9.907153280715104,-4.7103009178712245,-1.6389752793873156,2.074069143241576
0.06039093098907136,0.45690895692240757,0.3655271655379261,10.038454478461205,-2.739979093705689,-0.2083001169066737,-1.7710850754159921
0.08020848838637083,-0.07024601241700079,-0.056196809933600635,9.7748769937915,-1.0707515535559438,0.07954329199815541,2.248665112335385
0.10007802338886439,-0.07024108708475416,-0.056192869667803326,9.774879456457624,4.185772431656922,0.902480280390406,-0.8223344261421643
0.1203098618417467,0.47376384465221744,0.37901107572177395,10.04688192232611,-1.6057951935285122,3.0521990990474657,-5.163141376888989
0.14041989972935667,0.23023041874587263,0.18418433499669812,9.925115209372937,-7.928128533847963,-0.17703719522675432,-2.947248721442811
0.16055851923940237,-0.14084231578048562,-0.1126738526243885,9.739578842109758,5.700339232475802,-1.8402914107184034,-1.2912441260618532
0.1807411733873545,0.1627680130757894,0.1302144104606315,9.891384006537896,-4.185450668075198,-2.037946723298478,4.104567071245734
0.20069636084398715,-0.13902530784373868,-0.11122024627499094,9.740487346078131,-0.2936021355231436,-3.0575790101917732,2.703430891587675
0.22076568871796667,-0.13971892607107705,-0.11177514085686165,9.740140536964462,2.2326825347035575,3.9377166216343262,4.8715842369664255
0.24081946103708782,0.07258868146981023,0.05807094517584819,9.846294340734906,0.998052092013914,-3.232642397382573,4.960905648089574
0.2606510966060202,-0.5739840733973394,-0.4591872587178715,9.52300796330133,5.470897737607378,4.233855545041222,-1.6042524137727447
0.28071744868364484,-0.5174753497539099,-0.4139802798031279,9.551262325123046,2.3950157169637944,0.09499541129935501,-0.5654605792764883
0.30096832471185625,-0.1686862587722918,-0.13494900701783344,9.725656870613854,-4.30654789848554,-2.6062740342806476,-1.2338397729916153
0.3209048319530691,-0.3038493361003271,-0.2430794688802617,9.658075331949837,10.892810869958309,3.092036078720673,-2.0145318159032297
0.3409386796917988,0.09427419977858216,0.07541935982286574,9.857137099889291,0.9716673166911661,-3.6372696236155893,-5.524484128009375
0.3609833553639825,-0.2724072226563633,-0.21792577812509065,9.67379638867182,-0.7367011331075312,3.190920203641064,-0.044243154050527214
